index,id,region_id,area_id,city_id,street_id,shortname_region,formalname_region,shortname_area,formalname_area,shortname_city,formalname_city,shortname_street,formalname_street,house_number,building,block,letter,address,houseguid,management_organization_id,built_year,exploitation_start_year,project_type,house_type,is_alarm,method_of_forming_overhaul_fund,floor_count_max,floor_count_min,entrance_count,elevators_count,energy_efficiency,quarters_count,living_quarters_count,unliving_quarters_count,area_total,area_residential,area_non_residential,area_common_property,area_land,parking_square,playground,sportsground,other_beautification,foundation_type,floor_type,wall_material,basement_area,chute_type,chute_count,electrical_type,electrical_entries_count,heating_type,hot_water_type,cold_water_type,sewerage_type,sewerage_cesspools_volume,gas_type,ventilation_type,firefighting_type,drainage_type,splited_string_len,prepared_address_v1,lat,lon,raw_class,raw_type
1731,8299285,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c850ea99-075a-41f5-8920-2b241011b4d3,край,Приморский,,,г,Владивосток,ул,Луговая,71а,,,,"край. Приморский, г. Владивосток, ул. Луговая, д. 71а",acf2f124-ff62-4437-90d8-fd28cdf11dd3,6955423.0,,1965.0,,Многоквартирный дом,Нет,Не заполнено,5.0,,3.0,0.0,Не заполнено,0,,,"2793,20","2562,20",,,,,498,498,,Не заполнено,Железобетонные,Кирпич,"670,00",Не заполнено,0.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Луговая 71а",,,,
1732,7590280,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c850ea99-075a-41f5-8920-2b241011b4d3,край,Приморский,,,г,Владивосток,ул,Луговая,72,,,,"край. Приморский, г. Владивосток, ул. Луговая, д. 72",6648fb36-8a7f-4238-ae09-3146b072152f,7566500.0,1983.0,1983.0,ПП-83,Многоквартирный дом,Нет,На счете регионального оператора,12.0,0.0,1.0,2.0,Не присвоен,84,84.0,0.0,"5173,30","3759,20","0,00","1414,10","5100,00","0,00",499,500,"Урны, скамейки",Ленточный,Железобетонные,Панельные,"383,60",На лестничной клетке,1.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Внутренние водостоки,7.0,"край. Приморский, г. Владивосток, улица Луговая 72",,,,
1733,7590281,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c850ea99-075a-41f5-8920-2b241011b4d3,край,Приморский,,,г,Владивосток,ул,Луговая,74,,,,"край. Приморский, г. Владивосток, ул. Луговая, д. 74",e47f5052-f2d7-4032-916b-f6227262b746,7566500.0,1985.0,1985.0,ПП-83,Многоквартирный дом,Нет,На счете регионального оператора,12.0,0.0,1.0,2.0,Не присвоен,85,85.0,0.0,"5186,60","3772,50","0,00","1414,10","5150,00","0,00",500,500,"Урны, скамейки",Ленточный,Железобетонные,Панельные,"383,60",На лестничной клетке,1.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Внутренние водостоки,7.0,"край. Приморский, г. Владивосток, улица Луговая 74",,,,
1734,8299295,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c850ea99-075a-41f5-8920-2b241011b4d3,край,Приморский,,,г,Владивосток,ул,Луговая,75,,,,"край. Приморский, г. Владивосток, ул. Луговая, д. 75",a2affba0-72ab-49e0-bffe-da25cce16721,6955423.0,,1965.0,,Многоквартирный дом,Нет,Не заполнено,5.0,,3.0,0.0,Не заполнено,0,,,"2771,80","2543,00",,,,,498,498,,Не заполнено,Железобетонные,Кирпич,"670,00",Не заполнено,0.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Не заполнено,,Отсутствует,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Луговая 75",,,,
1735,8299301,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c850ea99-075a-41f5-8920-2b241011b4d3,край,Приморский,,,г,Владивосток,ул,Луговая,75а,,,,"край. Приморский, г. Владивосток, ул. Луговая, д. 75а",dda69d78-a7de-4985-8f9e-4fd46d02a40a,6955423.0,,1965.0,,Многоквартирный дом,Нет,Не заполнено,5.0,,3.0,0.0,Не заполнено,0,,,"2753,10","2522,50",,,,,498,498,,Не заполнено,Железобетонные,Кирпич,"670,00",Не заполнено,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Луговая 75а",,,,
1736,9364852,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c850ea99-075a-41f5-8920-2b241011b4d3,край,Приморский,,,г,Владивосток,ул,Луговая,76,,,,"край. Приморский, г. Владивосток, ул. Луговая, д. 76",f9797645-0119-4571-9abc-eeb8c5c282a7,8914133.0,2018.0,2018.0,панельный,Многоквартирный дом,Нет,Не определен,10.0,10.0,4.0,4.0,Не присвоен,0,,,,,,,,,498,498,,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Луговая 76",,,,
1737,8300582,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c850ea99-075a-41f5-8920-2b241011b4d3,край,Приморский,,,г,Владивосток,ул,Луговая,77,,,,"край. Приморский, г. Владивосток, ул. Луговая, д. 77",6677085c-e629-451d-b117-d0a5d86c6dd8,6955423.0,,1965.0,,Многоквартирный дом,Нет,Не заполнено,5.0,,3.0,0.0,Не заполнено,0,,,"2739,50","2508,90",,,,,498,498,,Не заполнено,Смешанные,Кирпич,"670,00",Не заполнено,0.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Отсутствует,,Отсутствует,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Луговая 77",,,,
1738,8195185,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c850ea99-075a-41f5-8920-2b241011b4d3,край,Приморский,,,г,Владивосток,ул,Луговая,77,,а,,"край. Приморский, г. Владивосток, ул. Луговая, д. 77, к. а",b60f3f54-cb11-4668-bbc0-eb1de1c53509,7711545.0,1975.0,1975.0,Хрущевка,Многоквартирный дом,Нет,На счете регионального оператора,5.0,1.0,3.0,0.0,Не присвоен,60,60.0,0.0,"3100,00","2580,00","0,00","520,00","1200,00",,500,500,Иных элементов благоустройства не имеется,Ленточный,Железобетонные,Кирпич,"1500,00",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Смешанные,7.0,"край. Приморский, г. Владивосток, улица Луговая 77а",,,,
1739,9333273,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c850ea99-075a-41f5-8920-2b241011b4d3,край,Приморский,,,г,Владивосток,ул,Луговая,78,,,,"край. Приморский, г. Владивосток, ул. Луговая, д. 78",31fcb116-1346-4915-84c1-b062d80690fb,8914133.0,2016.0,2016.0,"3- и блок секции в панельном исполнении на базе серии 83, монолитная вставка",Многоквартирный дом,Нет,Не определен,10.0,10.0,4.0,7.0,Не присвоен,160,160.0,0.0,"10804,20","7453,90","0,00","3350,40","6561,00","0,00",500,500,-,Свайный,Железобетонные,Панельные,"923,50",Отсутствует,0.0,Центральное,3.0,Индивидуальный тепловой пункт (ИТП),Закрытая с приготовлением горячей воды на ИТП,Центральное,Центральное,"0,00",Отсутствует,Приточная вентиляция,Отсутствует,Внутренние водостоки,7.0,"край. Приморский, г. Владивосток, улица Луговая 78",,,,
1740,6736031,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c850ea99-075a-41f5-8920-2b241011b4d3,край,Приморский,,,г,Владивосток,ул,Луговая,79,,,,"край. Приморский, г. Владивосток, ул. Луговая, д. 79",69bb4749-4231-48eb-af54-c71e802396dc,6953242.0,1965.0,1965.0,,Многоквартирный дом,Нет,На счете регионального оператора,9.0,1.0,1.0,1.0,Не присвоен,90,90.0,0.0,"2671,00","1851,00","0,00","820,00",,,500,500,,Ленточный,Железобетонные,Кирпич,"200,00",На лестничной клетке,1.0,Отсутствует,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточная вентиляция,Пожарный кран,Наружные водостоки,7.0,"край. Приморский, г. Владивосток, улица Луговая 79",,,,
1741,6690606,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c850ea99-075a-41f5-8920-2b241011b4d3,край,Приморский,,,г,Владивосток,ул,Луговая,81,,,,"край. Приморский, г. Владивосток, ул. Луговая, д. 81",ded382ef-4cbf-4967-b715-69658c60b589,6953242.0,1965.0,1965.0,,Многоквартирный дом,Нет,На счете регионального оператора,9.0,1.0,1.0,1.0,Не присвоен,90,90.0,0.0,"2009,00","1823,30","0,00","830,00","2312,00",,500,500,,Ленточный,Железобетонные,Кирпич,"200,00",На лестничной клетке,1.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточная вентиляция,Пожарный кран,Наружные водостоки,7.0,"край. Приморский, г. Владивосток, улица Луговая 81",,,,
1742,8300587,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c850ea99-075a-41f5-8920-2b241011b4d3,край,Приморский,,,г,Владивосток,ул,Луговая,81а,,,,"край. Приморский, г. Владивосток, ул. Луговая, д. 81а",970a8433-a5d8-4b67-9dee-c01e3658bbb2,6955423.0,,1965.0,,Многоквартирный дом,Нет,Не заполнено,5.0,,3.0,0.0,Не заполнено,0,,,"2820,50","2588,40",,,,,498,498,,Не заполнено,Смешанные,Кирпич,"670,00",Не заполнено,0.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Луговая 81а",,,,
1743,6690610,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c850ea99-075a-41f5-8920-2b241011b4d3,край,Приморский,,,г,Владивосток,ул,Луговая,83,,,,"край. Приморский, г. Владивосток, ул. Луговая, д. 83",71f65975-de9f-4c94-8f0a-78441f85c348,6953242.0,1965.0,1965.0,,Многоквартирный дом,Нет,На счете регионального оператора,9.0,1.0,1.0,1.0,Не присвоен,91,90.0,1.0,"2657,30","1823,30","24,00","810,00","2233,00",,500,500,,Ленточный,Железобетонные,Кирпич,"200,00",На лестничной клетке,1.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточная вентиляция,Пожарный кран,Наружные водостоки,7.0,"край. Приморский, г. Владивосток, улица Луговая 83",,,,
1744,6545619,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c850ea99-075a-41f5-8920-2b241011b4d3,край,Приморский,,,г,Владивосток,ул,Луговая,83а,,,,"край. Приморский, г. Владивосток, ул. Луговая, д. 83а",9fd69646-8b3a-4ece-a8e8-635ea2e6370e,,,1968.0,,Не заполнено,Нет,Не заполнено,,,,,Не заполнено,0,,,"4001,70","3597,30",,,,,498,498,,Не заполнено,Не заполнено,Не заполнено,,Не заполнено,,Центральное,,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Луговая 83а",,,,
1745,8300589,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c850ea99-075a-41f5-8920-2b241011b4d3,край,Приморский,,,г,Владивосток,ул,Луговая,83б,,,,"край. Приморский, г. Владивосток, ул. Луговая, д. 83б",732e2625-fc58-489e-84bd-bc4f767dcb59,6955423.0,,1971.0,,Многоквартирный дом,Нет,Не заполнено,5.0,,4.0,0.0,Не заполнено,0,,,"3911,30","3388,10","197,20",,,,498,498,,Не заполнено,Смешанные,Кирпич,"950,00",Не заполнено,0.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Луговая 83б",,,,
1746,8300593,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c850ea99-075a-41f5-8920-2b241011b4d3,край,Приморский,,,г,Владивосток,ул,Луговая,83в,,,,"край. Приморский, г. Владивосток, ул. Луговая, д. 83в",6b65d077-c864-4ea8-9b56-a8862a40fea4,6955423.0,,1976.0,,Многоквартирный дом,Нет,Не заполнено,5.0,,4.0,0.0,Не заполнено,0,,,"3545,80","3545,80","0,00",,,,498,498,,Не заполнено,Железобетонные,Кирпич,"950,00",Не заполнено,0.0,Центральное,2.0,Центральное,Закрытая с приготовлением горячей воды на ЦТП,Центральное,Центральное,,Отсутствует,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Луговая 83в",,,,
1747,6690611,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c850ea99-075a-41f5-8920-2b241011b4d3,край,Приморский,,,г,Владивосток,ул,Луговая,85,,,,"край. Приморский, г. Владивосток, ул. Луговая, д. 85",34dab03e-ae0d-438e-95b6-73b8bf021a4d,6953242.0,1965.0,1965.0,,Многоквартирный дом,Нет,На счете регионального оператора,9.0,1.0,1.0,1.0,Не присвоен,92,90.0,2.0,"2641,40","1828,84","93,00","720,00","1588,00",,499,500,,Ленточный,Железобетонные,Кирпич,"200,00",На лестничной клетке,1.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточная вентиляция,Пожарный кран,Наружные водостоки,7.0,"край. Приморский, г. Владивосток, улица Луговая 85",,,,
1748,8300595,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,c850ea99-075a-41f5-8920-2b241011b4d3,край,Приморский,,,г,Владивосток,ул,Луговая,85а,,,,"край. Приморский, г. Владивосток, ул. Луговая, д. 85а",6b5dc4f7-719d-4b90-a45b-809e7128510c,6955423.0,,1967.0,,Многоквартирный дом,Нет,Не заполнено,5.0,,2.0,0.0,Не заполнено,0,,,"3813,34","3049,24",,,,,498,498,,Не заполнено,Железобетонные,Кирпич,"750,00",Не заполнено,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Не заполнено,Не заполнено,Не заполнено,7.0,"край. Приморский, г. Владивосток, улица Луговая 85а",,,,
1749,6940723,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,8bc05ab9-d737-4572-85ba-e7ce103e932b,край,Приморский,,,г,Владивосток,ул,Луцкого,16,,,,"край. Приморский, г. Владивосток, ул. Луцкого, д. 16",24b54aff-4184-4edd-bae0-55a9953dcd88,6953242.0,1960.0,1960.0,1в,Многоквартирный дом,Нет,На счете регионального оператора,5.0,0.0,2.0,0.0,Не присвоен,28,26.0,2.0,"1528,90","1355,40","173,50","1528,90","870,00","0,00",499,500,,Ленточный,Железобетонные,Кирпич,"410,00",Отсутствует,0.0,Центральное,2.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Вытяжная вентиляция,Отсутствует,Наружные водостоки,7.0,"край. Приморский, г. Владивосток, улица Луцкого 16",,,,
1750,6690618,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,8da982af-965c-4e31-a81b-a364a11779ee,край,Приморский,,,г,Владивосток,ул,Магнитогорская,7,,,,"край. Приморский, г. Владивосток, ул. Магнитогорская, д. 7",c7439adf-3082-4095-89ae-91f002d8de3f,6946964.0,1966.0,1966.0,Кирпичный жилой дом.,Многоквартирный дом,Нет,На счете регионального оператора,9.0,1.0,1.0,1.0,D,91,90.0,1.0,"2488,00","1864,90","87,40","535,70","3761,10","0,00",500,500,Лавочки.,Ленточный,Железобетонные,Кирпич,"186,00",На лестничной клетке,1.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Наружные водостоки,7.0,"край. Приморский, г. Владивосток, улица Магнитогорская 7",,,,
1751,6690616,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,8da982af-965c-4e31-a81b-a364a11779ee,край,Приморский,,,г,Владивосток,ул,Магнитогорская,9,,,,"край. Приморский, г. Владивосток, ул. Магнитогорская, д. 9",7b8eb7df-e45b-480a-8e01-254cafca56c8,6946964.0,1967.0,1967.0,Кирпичный жилой дом.,Многоквартирный дом,Нет,На счете регионального оператора,9.0,1.0,1.0,1.0,D,91,90.0,1.0,"2474,80","1862,50","79,60","532,70","1959,70","0,00",500,500,,Ленточный,Железобетонные,Кирпич,"155,43",На лестничной клетке,1.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Наружные водостоки,7.0,"край. Приморский, г. Владивосток, улица Магнитогорская 9",,,,
1752,6957152,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,8da982af-965c-4e31-a81b-a364a11779ee,край,Приморский,,,г,Владивосток,ул,Магнитогорская,10,,,,"край. Приморский, г. Владивосток, ул. Магнитогорская, д. 10",09a498c1-44a4-4a56-95ea-be4794423306,6946964.0,1962.0,1962.0,Кирпичный жилой дом.,Многоквартирный дом,Нет,На счете регионального оператора,4.0,1.0,3.0,0.0,D,39,38.0,1.0,"2571,20","1430,40","499,10","641,70","3263,00","0,00",499,499,Бельевая площадка.,Ленточный,Железобетонные,Кирпич,"648,00",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Наружные водостоки,7.0,"край. Приморский, г. Владивосток, улица Магнитогорская 10",,,,
1753,7008663,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,8da982af-965c-4e31-a81b-a364a11779ee,край,Приморский,,,г,Владивосток,ул,Магнитогорская,11,,,,"край. Приморский, г. Владивосток, ул. Магнитогорская, д. 11",cd312304-f4c4-4609-b67d-972771a5d9e7,6946964.0,1966.0,1966.0,Кирпичный жилой дом.,Многоквартирный дом,Нет,На счете регионального оператора,9.0,1.0,1.0,1.0,D,91,90.0,1.0,"2519,00","1871,80","60,30","586,90","1886,28","0,00",499,500,,Ленточный,Железобетонные,Кирпич,"81,00",На лестничной клетке,1.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Наружные водостоки,7.0,"край. Приморский, г. Владивосток, улица Магнитогорская 11",,,,
1754,6957153,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,8da982af-965c-4e31-a81b-a364a11779ee,край,Приморский,,,г,Владивосток,ул,Магнитогорская,13,,,,"край. Приморский, г. Владивосток, ул. Магнитогорская, д. 13",fca7ba7e-0886-4b20-853f-a12f4386bcf0,6946964.0,1973.0,1973.0,Кирпичный жилой дом.,Многоквартирный дом,Нет,На счете регионального оператора,5.0,1.0,6.0,0.0,D,106,105.0,1.0,"6093,50","5071,60","81,90","940,00","4800,00","0,00",499,499,Бельевая площадка. Лавочки.,Ленточный,Железобетонные,Кирпич,"445,90",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Отсутствует,7.0,"край. Приморский, г. Владивосток, улица Магнитогорская 13",,,,
1755,7008665,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,8da982af-965c-4e31-a81b-a364a11779ee,край,Приморский,,,г,Владивосток,ул,Магнитогорская,16,,,,"край. Приморский, г. Владивосток, ул. Магнитогорская, д. 16",ba3cb4b1-14c8-4899-9874-a25ab92e1f98,6946964.0,1976.0,1976.0,Кирпичный жилой дом.,Многоквартирный дом,Нет,На счете регионального оператора,5.0,1.0,4.0,0.0,D,80,76.0,4.0,"4683,50","3427,60","567,00","688,90","4065,00","0,00",499,499,Бельевая площадка. Лавочки.,Ленточный,Железобетонные,Кирпич,"366,00",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Отсутствует,7.0,"край. Приморский, г. Владивосток, улица Магнитогорская 16",,,,
1756,7008666,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,8da982af-965c-4e31-a81b-a364a11779ee,край,Приморский,,,г,Владивосток,ул,Магнитогорская,18,,,,"край. Приморский, г. Владивосток, ул. Магнитогорская, д. 18",942a0b2f-9d3f-4470-b369-f26c359a9be1,6946964.0,1973.0,1973.0,Кирпичный жилой дом.,Многоквартирный дом,Нет,На счете регионального оператора,5.0,1.0,4.0,0.0,D,71,70.0,1.0,"4310,10","3518,80","191,00","600,30","7995,28","0,00",499,499,Бельевая площадка. Лавочки.,Ленточный,Железобетонные,Кирпич,"304,30",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Отсутствует,7.0,"край. Приморский, г. Владивосток, улица Магнитогорская 18",,,,
1757,7008667,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,8da982af-965c-4e31-a81b-a364a11779ee,край,Приморский,,,г,Владивосток,ул,Магнитогорская,20,,,,"край. Приморский, г. Владивосток, ул. Магнитогорская, д. 20",4ae22ef3-c8d2-485a-aae6-dbcb2f079810,6946964.0,1975.0,1975.0,Кирпичный жилой дом.,Многоквартирный дом,Нет,На счете регионального оператора,5.0,1.0,4.0,0.0,D,73,70.0,3.0,"4236,20","3178,60","416,10","641,50","4672,67","0,00",499,499,Бельевая площадка. Лавочки.,Ленточный,Железобетонные,Кирпич,"466,34",Отсутствует,0.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Отсутствует,7.0,"край. Приморский, г. Владивосток, улица Магнитогорская 20",,,,
1758,6690619,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,8da982af-965c-4e31-a81b-a364a11779ee,край,Приморский,,,г,Владивосток,ул,Магнитогорская,22,,,,"край. Приморский, г. Владивосток, ул. Магнитогорская, д. 22",729afaea-f5c2-4a2b-bb11-1e6cf4028fe9,7711545.0,1975.0,1975.0,36 индекс,Многоквартирный дом,Нет,На счете регионального оператора,9.0,1.0,1.0,1.0,C,84,84.0,0.0,"4900,00","3700,00","0,00","1200,00","2664,00","0,00",499,500,Имеются элементы озеленения,Ленточный,Железобетонные,Кирпич,"402,00",На лестничной клетке,1.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,"0,00",Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Смешанные,7.0,"край. Приморский, г. Владивосток, улица Магнитогорская 22",,,,
1759,6957155,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,8da982af-965c-4e31-a81b-a364a11779ee,край,Приморский,,,г,Владивосток,ул,Магнитогорская,24,,,,"край. Приморский, г. Владивосток, ул. Магнитогорская, д. 24",df7ad9e1-be5b-48da-8048-f5a2d31cd3aa,6946964.0,1977.0,1977.0,Кирпичный жилой дом.,Многоквартирный дом,Нет,На счете регионального оператора,9.0,1.0,1.0,1.0,D,54,54.0,0.0,"2501,90","1946,30","0,00","555,60","2992,70","0,00",500,500,Лавочка.,Ленточный,Железобетонные,Кирпич,"322,80",На лестничной клетке,1.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,7.0,"край. Приморский, г. Владивосток, улица Магнитогорская 24",,,,
1760,6957157,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,8da982af-965c-4e31-a81b-a364a11779ee,край,Приморский,,,г,Владивосток,ул,Магнитогорская,26,,,,"край. Приморский, г. Владивосток, ул. Магнитогорская, д. 26",b6f3fecd-4c21-4604-8b91-b38844ffd88a,6946964.0,1976.0,1976.0,Кирпичный жилой дом.,Многоквартирный дом,Нет,На счете регионального оператора,9.0,1.0,1.0,1.0,D,54,54.0,0.0,"2473,20","1941,20","0,00","532,00","1810,92","0,00",500,500,Бельевая площадка. Лавочка.,Ленточный,Железобетонные,Кирпич,"322,82",На лестничной клетке,1.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,7.0,"край. Приморский, г. Владивосток, улица Магнитогорская 26",,,,
1761,6957158,43909681-d6e1-432d-b61f-ddac393cb5da,,7b6de6a5-86d0-4735-b11a-499081111af8,8da982af-965c-4e31-a81b-a364a11779ee,край,Приморский,,,г,Владивосток,ул,Магнитогорская,28,,,,"край. Приморский, г. Владивосток, ул. Магнитогорская, д. 28",20794ec4-4ec9-417d-8c7c-8c43dc62d2b1,6946964.0,1976.0,1976.0,Кирпичный жилой дом.,Многоквартирный дом,Нет,На счете регионального оператора,9.0,1.0,1.0,1.0,D,49,48.0,1.0,"3028,60","1848,90","515,60","664,10","2108,96","0,00",499,500,Бельевая площадка. Лавочка.,Ленточный,Железобетонные,Кирпич,"337,90",На лестничной клетке,1.0,Центральное,1.0,Центральное,Открытая с отбором сетевой воды на горячее водоснабжение из тепловой сети,Центральное,Центральное,,Отсутствует,Приточно-вытяжная вентиляция,Отсутствует,Внутренние водостоки,7.0,"край. Приморский, г. Владивосток, улица Магнитогорская 28",,,,
